,CountryID,PolicyID,TechID,Year,PriceFactor
321,9,0,26,2074,1
322,9,0,26,2075,1
323,9,0,26,2076,1
324,9,0,26,2077,1
325,9,0,26,2078,1
326,9,0,26,2079,1
327,9,0,26,2080,1
328,9,0,26,2081,1
329,9,0,26,2082,1
330,9,0,26,2083,1
331,9,0,26,2084,1
332,9,0,26,2085,1
333,9,0,26,2086,1
334,9,0,26,2087,1
335,9,0,26,2088,1
336,9,0,26,2089,1
337,9,0,26,2090,1
338,9,0,26,2091,1
339,9,0,26,2092,1
340,9,0,26,2093,1
341,9,0,26,2094,1
342,9,0,26,2095,1
343,9,0,26,2096,1
344,9,0,26,2097,1
345,9,0,26,2098,1
346,9,0,26,2099,1
347,9,0,26,2100,1
348,9,0,30,2012,1
349,9,0,30,2013,1
350,9,0,30,2014,1
351,9,0,30,2015,1
352,9,0,30,2016,1
353,9,0,30,2017,1
354,9,0,30,2018,1
355,9,0,30,2019,1
356,9,0,30,2020,1
357,9,0,30,2021,1
358,9,0,30,2022,1
359,9,0,30,2023,1
360,9,0,30,2024,1
361,9,0,30,2025,1
362,9,0,30,2026,1
363,9,0,30,2027,1
364,9,0,30,2028,1
365,9,0,30,2029,1
366,9,0,30,2030,1
367,9,0,30,2031,1
368,9,0,30,2032,1
369,9,0,30,2033,1
370,9,0,30,2034,1
371,9,0,30,2035,1
372,9,0,30,2036,1
373,9,0,30,2037,1
374,9,0,30,2038,1
375,9,0,30,2039,1
376,9,0,30,2040,1
377,9,0,30,2041,1
378,9,0,30,2042,1
379,9,0,30,2043,1
380,9,0,30,2044,1
381,9,0,30,2045,1
382,9,0,30,2046,1
383,9,0,30,2047,1
384,9,0,30,2048,1
385,9,0,30,2049,1
386,9,0,30,2050,1
387,9,0,30,2051,1
388,9,0,30,2052,1
389,9,0,30,2053,1
390,9,0,30,2054,1
391,9,0,30,2055,1
392,9,0,30,2056,1
393,9,0,30,2057,1
394,9,0,30,2058,1
395,9,0,30,2059,1
396,9,0,30,2060,1
397,9,0,30,2061,1
398,9,0,30,2062,1
399,9,0,30,2063,1
400,9,0,30,2064,1
401,9,0,30,2065,1
402,9,0,30,2066,1
403,9,0,30,2067,1
404,9,0,30,2068,1
405,9,0,30,2069,1
406,9,0,30,2070,1
407,9,0,30,2071,1
408,9,0,30,2072,1
409,9,0,30,2073,1
410,9,0,30,2074,1
411,9,0,30,2075,1
412,9,0,30,2076,1
413,9,0,30,2077,1
414,9,0,30,2078,1
415,9,0,30,2079,1
416,9,0,30,2080,1
417,9,0,30,2081,1
418,9,0,30,2082,1
419,9,0,30,2083,1
420,9,0,30,2084,1
421,9,0,30,2085,1
422,9,0,30,2086,1
423,9,0,30,2087,1
424,9,0,30,2088,1
425,9,0,30,2089,1
426,9,0,30,2090,1
427,9,0,30,2091,1
428,9,0,30,2092,1
429,9,0,30,2093,1
430,9,0,30,2094,1
431,9,0,30,2095,1
432,9,0,30,2096,1
433,9,0,30,2097,1
434,9,0,30,2098,1
435,9,0,30,2099,1
436,9,0,30,2100,1
437,9,0,40,2012,1
438,9,0,40,2013,1
439,9,0,40,2014,1
440,9,0,40,2015,1
441,9,0,40,2016,1
442,9,0,40,2017,1
443,9,0,40,2018,1
444,9,0,40,2019,1
445,9,0,40,2020,1
446,9,0,40,2021,1
447,9,0,40,2022,1
448,9,0,40,2023,1
449,9,0,40,2024,1
450,9,0,40,2025,1
451,9,0,40,2026,1
452,9,0,40,2027,1
453,9,0,40,2028,1
454,9,0,40,2029,1
455,9,0,40,2030,1
456,9,0,40,2031,1
457,9,0,40,2032,1
458,9,0,40,2033,1
459,9,0,40,2034,1
460,9,0,40,2035,1
461,9,0,40,2036,1
462,9,0,40,2037,1
463,9,0,40,2038,1
464,9,0,40,2039,1
465,9,0,40,2040,1
466,9,0,40,2041,1
467,9,0,40,2042,1
468,9,0,40,2043,1
469,9,0,40,2044,1
470,9,0,40,2045,1
471,9,0,40,2046,1
472,9,0,40,2047,1
473,9,0,40,2048,1
474,9,0,40,2049,1
475,9,0,40,2050,1
476,9,0,40,2051,1
477,9,0,40,2052,1
478,9,0,40,2053,1
479,9,0,40,2054,1
480,9,0,40,2055,1
481,9,0,40,2056,1
482,9,0,40,2057,1
483,9,0,40,2058,1
484,9,0,40,2059,1
485,9,0,40,2060,1
486,9,0,40,2061,1
487,9,0,40,2062,1
488,9,0,40,2063,1
489,9,0,40,2064,1
490,9,0,40,2065,1
491,9,0,40,2066,1
492,9,0,40,2067,1
493,9,0,40,2068,1
494,9,0,40,2069,1
495,9,0,40,2070,1
496,9,0,40,2071,1
497,9,0,40,2072,1
498,9,0,40,2073,1
499,9,0,40,2074,1
500,9,0,40,2075,1
501,9,0,40,2076,1
502,9,0,40,2077,1
503,9,0,40,2078,1
504,9,0,40,2079,1
505,9,0,40,2080,1
506,9,0,40,2081,1
507,9,0,40,2082,1
508,9,0,40,2083,1
509,9,0,40,2084,1
510,9,0,40,2085,1
511,9,0,40,2086,1
512,9,0,40,2087,1
513,9,0,40,2088,1
514,9,0,40,2089,1
515,9,0,40,2090,1
516,9,0,40,2091,1
517,9,0,40,2092,1
518,9,0,40,2093,1
519,9,0,40,2094,1
520,9,0,40,2095,1
521,9,0,40,2096,1
522,9,0,40,2097,1
523,9,0,40,2098,1
524,9,0,40,2099,1
525,9,0,40,2100,1
526,9,0,50,2015,1
527,9,0,50,2016,1
528,9,0,50,2017,1
529,9,0,50,2018,1
530,9,0,50,2019,1
531,9,0,50,2020,1
532,9,0,50,2021,1
533,9,0,50,2022,1
534,9,0,50,2023,1
535,9,0,50,2024,1
536,9,0,50,2025,1
537,9,0,50,2026,1
538,9,0,50,2027,1
539,9,0,50,2028,1
540,9,0,50,2029,1
541,9,0,50,2030,1
542,9,0,50,2031,1
543,9,0,50,2032,1
544,9,0,50,2033,1
545,9,0,50,2034,1
546,9,0,50,2035,1
547,9,0,50,2036,1
548,9,0,50,2037,1
549,9,0,50,2038,1
550,9,0,50,2039,1
551,9,0,50,2040,1
552,9,0,50,2041,1
553,9,0,50,2042,1
554,9,0,50,2043,1
555,9,0,50,2044,1
556,9,0,50,2045,1
557,9,0,50,2046,1
558,9,0,50,2047,1
559,9,0,50,2048,1
560,9,0,50,2049,1
561,9,0,50,2050,1
562,9,0,50,2051,1
563,9,0,50,2052,1
564,9,0,50,2053,1
565,9,0,50,2054,1
566,9,0,50,2055,1
567,9,0,50,2056,1
568,9,0,50,2057,1
569,9,0,50,2058,1
570,9,0,50,2059,1
571,9,0,50,2060,1
572,9,0,50,2061,1
573,9,0,50,2062,1
574,9,0,50,2063,1
575,9,0,50,2064,1
576,9,0,50,2065,1
577,9,0,50,2066,1
578,9,0,50,2067,1
579,9,0,50,2068,1
580,9,0,50,2069,1
581,9,0,50,2070,1
582,9,0,50,2071,1
583,9,0,50,2072,1
584,9,0,50,2073,1
585,9,0,50,2074,1
586,9,0,50,2075,1
587,9,0,50,2076,1
588,9,0,50,2077,1
589,9,0,50,2078,1
590,9,0,50,2079,1
591,9,0,50,2080,1
592,9,0,50,2081,1
593,9,0,50,2082,1
594,9,0,50,2083,1
595,9,0,50,2084,1
596,9,0,50,2085,1
597,9,0,50,2086,1
598,9,0,50,2087,1
599,9,0,50,2088,1
600,9,0,50,2089,1
601,9,0,50,2090,1
602,9,0,50,2091,1
603,9,0,50,2092,1
604,9,0,50,2093,1
605,9,0,50,2094,1
606,9,0,50,2095,1
607,9,0,50,2096,1
608,9,0,50,2097,1
609,9,0,50,2098,1
610,9,0,50,2099,1
611,9,0,50,2100,1
612,9,0,60,2030,1
613,9,0,60,2031,1
614,9,0,60,2032,1
615,9,0,60,2033,1
616,9,0,60,2034,1
617,9,0,60,2035,1
618,9,0,60,2036,1
619,9,0,60,2037,1
620,9,0,60,2038,1
621,9,0,60,2039,1
622,9,0,60,2040,1
623,9,0,60,2041,1
624,9,0,60,2042,1
625,9,0,60,2043,1
626,9,0,60,2044,1
627,9,0,60,2045,1
628,9,0,60,2046,1
629,9,0,60,2047,1
630,9,0,60,2048,1
631,9,0,60,2049,1
632,9,0,60,2050,1
633,9,0,60,2051,1
634,9,0,60,2052,1
635,9,0,60,2053,1
636,9,0,60,2054,1
637,9,0,60,2055,1
638,9,0,60,2056,1
639,9,0,60,2057,1
640,9,0,60,2058,1
641,9,0,60,2059,1
642,9,0,60,2060,1
643,9,0,60,2061,1
644,9,0,60,2062,1
645,9,0,60,2063,1
646,9,0,60,2064,1
647,9,0,60,2065,1
648,9,0,60,2066,1
649,9,0,60,2067,1
650,9,0,60,2068,1
651,9,0,60,2069,1
652,9,0,60,2070,1
653,9,0,60,2071,1
654,9,0,60,2072,1
655,9,0,60,2073,1
656,9,0,60,2074,1
657,9,0,60,2075,1
658,9,0,60,2076,1
659,9,0,60,2077,1
660,9,0,60,2078,1
661,9,0,60,2079,1
662,9,0,60,2080,1
663,9,0,60,2081,1
664,9,0,60,2082,1
665,9,0,60,2083,1
666,9,0,60,2084,1
667,9,0,60,2085,1
668,9,0,60,2086,1
669,9,0,60,2087,1
670,9,0,60,2088,1
671,9,0,60,2089,1
672,9,0,60,2090,1
673,9,0,60,2091,1
674,9,0,60,2092,1
675,9,0,60,2093,1
676,9,0,60,2094,1
677,9,0,60,2095,1
678,9,0,60,2096,1
679,9,0,60,2097,1
680,9,0,60,2098,1
681,9,0,60,2099,1
682,9,0,60,2100,1
683,9,0,70,2012,1
684,9,0,70,2013,1
685,9,0,70,2014,1
686,9,0,70,2015,1
687,9,0,70,2016,1
688,9,0,70,2017,1
689,9,0,70,2018,1
690,9,0,70,2019,1
691,9,0,70,2020,1
692,9,0,70,2021,1
693,9,0,70,2022,1
694,9,0,70,2023,1
695,9,0,70,2024,1
696,9,0,70,2025,1
697,9,0,70,2026,1
698,9,0,70,2027,1
699,9,0,70,2028,1
700,9,0,70,2029,1
701,9,0,70,2030,1
702,9,0,70,2031,1
703,9,0,70,2032,1
704,9,0,70,2033,1
705,9,0,70,2034,1
706,9,0,70,2035,1
707,9,0,70,2036,1
708,9,0,70,2037,1
709,9,0,70,2038,1
710,9,0,70,2039,1
711,9,0,70,2040,1
712,9,0,70,2041,1
713,9,0,70,2042,1
714,9,0,70,2043,1
715,9,0,70,2044,1
716,9,0,70,2045,1
717,9,0,70,2046,1
718,9,0,70,2047,1
719,9,0,70,2048,1
720,9,0,70,2049,1
721,9,0,70,2050,1
722,9,0,70,2051,1
723,9,0,70,2052,1
724,9,0,70,2053,1
725,9,0,70,2054,1
726,9,0,70,2055,1
727,9,0,70,2056,1
728,9,0,70,2057,1
729,9,0,70,2058,1
730,9,0,70,2059,1
731,9,0,70,2060,1
732,9,0,70,2061,1
733,9,0,70,2062,1
734,9,0,70,2063,1
735,9,0,70,2064,1
736,9,0,70,2065,1
737,9,0,70,2066,1
738,9,0,70,2067,1
739,9,0,70,2068,1
740,9,0,70,2069,1
741,9,0,70,2070,1
742,9,0,70,2071,1
743,9,0,70,2072,1
744,9,0,70,2073,1
745,9,0,70,2074,1
746,9,0,70,2075,1
747,9,0,70,2076,1
748,9,0,70,2077,1
749,9,0,70,2078,1
750,9,0,70,2079,1
751,9,0,70,2080,1
752,9,0,70,2081,1
753,9,0,70,2082,1
754,9,0,70,2083,1
755,9,0,70,2084,1
756,9,0,70,2085,1
757,9,0,70,2086,1
758,9,0,70,2087,1
759,9,0,70,2088,1
760,9,0,70,2089,1
761,9,0,70,2090,1
762,9,0,70,2091,1
763,9,0,70,2092,1
764,9,0,70,2093,1
765,9,0,70,2094,1
766,9,0,70,2095,1
767,9,0,70,2096,1
768,9,0,70,2097,1
769,9,0,70,2098,1
770,9,0,70,2099,1
771,9,0,70,2100,1
772,9,0,80,2012,1
773,9,0,80,2013,1
774,9,0,80,2014,1
775,9,0,80,2015,1
776,9,0,80,2016,1
777,9,0,80,2017,1
778,9,0,80,2018,1
779,9,0,80,2019,1
780,9,0,80,2020,1
781,9,0,80,2021,1
782,9,0,80,2022,1
783,9,0,80,2023,1
784,9,0,80,2024,1
785,9,0,80,2025,1
786,9,0,80,2026,1
787,9,0,80,2027,1
788,9,0,80,2028,1
789,9,0,80,2029,1
790,9,0,80,2030,1
791,9,0,80,2031,1
792,9,0,80,2032,1
793,9,0,80,2033,1
794,9,0,80,2034,1
795,9,0,80,2035,1
796,9,0,80,2036,1
797,9,0,80,2037,1
798,9,0,80,2038,1
799,9,0,80,2039,1
800,9,0,80,2040,1
801,9,0,80,2041,1
802,9,0,80,2042,1
803,9,0,80,2043,1
804,9,0,80,2044,1
805,9,0,80,2045,1
806,9,0,80,2046,1
807,9,0,80,2047,1
808,9,0,80,2048,1
809,9,0,80,2049,1
810,9,0,80,2050,1
811,9,0,80,2051,1
812,9,0,80,2052,1
813,9,0,80,2053,1
814,9,0,80,2054,1
815,9,0,80,2055,1
816,9,0,80,2056,1
817,9,0,80,2057,1
818,9,0,80,2058,1
819,9,0,80,2059,1
820,9,0,80,2060,1
821,9,0,80,2061,1
822,9,0,80,2062,1
823,9,0,80,2063,1
824,9,0,80,2064,1
825,9,0,80,2065,1
826,9,0,80,2066,1
827,9,0,80,2067,1
828,9,0,80,2068,1
829,9,0,80,2069,1
830,9,0,80,2070,1
831,9,0,80,2071,1
832,9,0,80,2072,1
833,9,0,80,2073,1
834,9,0,80,2074,1
835,9,0,80,2075,1
836,9,0,80,2076,1
837,9,0,80,2077,1
838,9,0,80,2078,1
839,9,0,80,2079,1
840,9,0,80,2080,1
841,9,0,80,2081,1
842,9,0,80,2082,1
843,9,0,80,2083,1
844,9,0,80,2084,1
845,9,0,80,2085,1
846,9,0,80,2086,1
847,9,0,80,2087,1
848,9,0,80,2088,1
849,9,0,80,2089,1
850,9,0,80,2090,1
851,9,0,80,2091,1
852,9,0,80,2092,1
853,9,0,80,2093,1
854,9,0,80,2094,1
855,9,0,80,2095,1
856,9,0,80,2096,1
857,9,0,80,2097,1
858,9,0,80,2098,1
859,9,0,80,2099,1
860,9,0,80,2100,1
861,9,0,81,2015,1
862,9,0,81,2016,1
863,9,0,81,2017,1
864,9,0,81,2018,1
865,9,0,81,2019,1
866,9,0,81,2020,1
867,9,0,81,2021,1
868,9,0,81,2022,1
869,9,0,81,2023,1
870,9,0,81,2024,1
871,9,0,81,2025,1
872,9,0,81,2026,1
873,9,0,81,2027,1
874,9,0,81,2028,1
875,9,0,81,2029,1
876,9,0,81,2030,1
877,9,0,81,2031,1
878,9,0,81,2032,1
879,9,0,81,2033,1
880,9,0,81,2034,1
881,9,0,81,2035,1
882,9,0,81,2036,1
883,9,0,81,2037,1
884,9,0,81,2038,1
885,9,0,81,2039,1
886,9,0,81,2040,1
887,9,0,81,2041,1
888,9,0,81,2042,1
889,9,0,81,2043,1
890,9,0,81,2044,1
891,9,0,81,2045,1
892,9,0,81,2046,1
893,9,0,81,2047,1
894,9,0,81,2048,1
895,9,0,81,2049,1
896,9,0,81,2050,1
897,9,0,81,2051,1
898,9,0,81,2052,1
899,9,0,81,2053,1
900,9,0,81,2054,1
901,9,0,81,2055,1
902,9,0,81,2056,1
903,9,0,81,2057,1
904,9,0,81,2058,1
905,9,0,81,2059,1
906,9,0,81,2060,1
907,9,0,81,2061,1
908,9,0,81,2062,1
909,9,0,81,2063,1
910,9,0,81,2064,1
911,9,0,81,2065,1
912,9,0,81,2066,1
913,9,0,81,2067,1
914,9,0,81,2068,1
915,9,0,81,2069,1
916,9,0,81,2070,1
917,9,0,81,2071,1
918,9,0,81,2072,1
919,9,0,81,2073,1
920,9,0,81,2074,1
921,9,0,81,2075,1
922,9,0,81,2076,1
923,9,0,81,2077,1
924,9,0,81,2078,1
925,9,0,81,2079,1
926,9,0,81,2080,1
927,9,0,81,2081,1
928,9,0,81,2082,1
929,9,0,81,2083,1
930,9,0,81,2084,1
931,9,0,81,2085,1
932,9,0,81,2086,1
933,9,0,81,2087,1
934,9,0,81,2088,1
935,9,0,81,2089,1
936,9,0,81,2090,1
937,9,0,81,2091,1
938,9,0,81,2092,1
939,9,0,81,2093,1
940,9,0,81,2094,1
941,9,0,81,2095,1
942,9,0,81,2096,1
943,9,0,81,2097,1
944,9,0,81,2098,1
945,9,0,81,2099,1
946,9,0,81,2100,1
947,9,0,82,2020,1
948,9,0,82,2021,1
949,9,0,82,2022,1
950,9,0,82,2023,1
951,9,0,82,2024,1
952,9,0,82,2025,1
953,9,0,82,2026,1
954,9,0,82,2027,1
955,9,0,82,2028,1
956,9,0,82,2029,1
957,9,0,82,2030,1
958,9,0,82,2031,1
959,9,0,82,2032,1
960,9,0,82,2033,1
961,9,0,82,2034,1
962,9,0,82,2035,1
963,9,0,82,2036,1
964,9,0,82,2037,1
965,9,0,82,2038,1
966,9,0,82,2039,1
967,9,0,82,2040,1
968,9,0,82,2041,1
969,9,0,82,2042,1
970,9,0,82,2043,1
971,9,0,82,2044,1
972,9,0,82,2045,1
973,9,0,82,2046,1
974,9,0,82,2047,1
975,9,0,82,2048,1
976,9,0,82,2049,1
977,9,0,82,2050,1
978,9,0,82,2051,1
979,9,0,82,2052,1
980,9,0,82,2053,1
981,9,0,82,2054,1
982,9,0,82,2055,1
983,9,0,82,2056,1
984,9,0,82,2057,1
985,9,0,82,2058,1
986,9,0,82,2059,1
987,9,0,82,2060,1
988,9,0,82,2061,1
989,9,0,82,2062,1
990,9,0,82,2063,1
991,9,0,82,2064,1
992,9,0,82,2065,1
993,9,0,82,2066,1
994,9,0,82,2067,1
995,9,0,82,2068,1
996,9,0,82,2069,1
997,9,0,82,2070,1
998,9,0,82,2071,1
999,9,0,82,2072,1
1000,9,0,82,2073,1
1001,9,0,82,2074,1
1002,9,0,82,2075,1
1003,9,0,82,2076,1
1004,9,0,82,2077,1
1005,9,0,82,2078,1
1006,9,0,82,2079,1
1007,9,0,82,2080,1
1008,9,0,82,2081,1
1009,9,0,82,2082,1
1010,9,0,82,2083,1
1011,9,0,82,2084,1
1012,9,0,82,2085,1
1013,9,0,82,2086,1
1014,9,0,82,2087,1
1015,9,0,82,2088,1
1016,9,0,82,2089,1
1017,9,0,82,2090,1
1018,9,0,82,2091,1
1019,9,0,82,2092,1
1020,9,0,82,2093,1
1021,9,0,82,2094,1
1022,9,0,82,2095,1
1023,9,0,82,2096,1
1024,9,0,82,2097,1
1025,9,0,82,2098,1
1026,9,0,82,2099,1
1027,9,0,82,2100,1
1028,9,0,83,2025,1
1029,9,0,83,2026,1
1030,9,0,83,2027,1
1031,9,0,83,2028,1
1032,9,0,83,2029,1
1033,9,0,83,2030,1
1034,9,0,83,2031,1
1035,9,0,83,2032,1
1036,9,0,83,2033,1
1037,9,0,83,2034,1
1038,9,0,83,2035,1
1039,9,0,83,2036,1
1040,9,0,83,2037,1
1041,9,0,83,2038,1
1042,9,0,83,2039,1
1043,9,0,83,2040,1
1044,9,0,83,2041,1
1045,9,0,83,2042,1
1046,9,0,83,2043,1
1047,9,0,83,2044,1
1048,9,0,83,2045,1
1049,9,0,83,2046,1
1050,9,0,83,2047,1
1051,9,0,83,2048,1
1052,9,0,83,2049,1
1053,9,0,83,2050,1
1054,9,0,83,2051,1
1055,9,0,83,2052,1
1056,9,0,83,2053,1
1057,9,0,83,2054,1
1058,9,0,83,2055,1
1059,9,0,83,2056,1
1060,9,0,83,2057,1
1061,9,0,83,2058,1
1062,9,0,83,2059,1
1063,9,0,83,2060,1
1064,9,0,83,2061,1
1065,9,0,83,2062,1
1066,9,0,83,2063,1
