TechID,ModeID,VehTypeID,MassCatID,FuelID,EngineID,TransTypeID,Availability,Final_Year,HybridFlag,spec_energ_consump,spec_energ_electric,noise_class,PurchasePrice,ExpectedLifeFactor,Capacity,AveEconLife
192,1,3,3,1,15,1,2015,2019,2,4.66,28.00,1,30000,1,5,12
193,1,3,3,1,16,1,2020,2024,2,4.32,26.00,1,27500,1,5,12
194,1,3,3,1,17,1,2025,2029,2,4.01,24.00,1,25000,1,5,12
195,1,3,3,1,18,1,2030,2034,2,3.71,22.00,1,24000,1,5,12
196,1,3,3,1,19,1,2035,2039,2,3.44,20.00,1,24000,1,5,12
197,1,3,3,1,20,1,2040,2044,2,3.19,18.00,1,24000,1,5,12
198,1,3,3,1,21,1,2045,,2,3.00,16.00,1,24000,1,5,12
200,1,3,3,1,14,1,2009,2014,0,10.31,,1,22000,1,5,12
201,1,3,3,1,16,1,2020,2024,0,8.78,,1,22000,1,5,12
202,1,3,3,1,17,1,2025,2029,0,8.14,,1,22000,1,5,12
203,1,3,3,1,18,1,2030,2034,0,7.55,,1,22000,1,5,12
204,1,3,3,1,19,1,2035,2039,0,7.00,,1,22000,1,5,12
205,1,3,3,1,20,1,2040,2044,0,6.49,,1,22000,1,5,12
206,1,3,3,1,21,1,2045,,0,6.02,,1,22000,1,5,12
210,1,3,3,1,3,1,1992,1995,0,10.98,,0,22000,1,5,12
220,1,3,3,1,4,1,1996,1999,0,11.67,,0,22000,1,5,12
230,1,3,3,1,5,1,2000,2004,0,11.71,,1,22000,1,5,12
240,1,3,3,1,6,1,2005,2008,0,10.93,,1,22000,1,5,12
245,1,3,3,1,15,1,2015,2019,0,9.46,,1,22000,1,5,12
250,1,3,2,2,1,1,1980,1991,0,5.59,,0,18000,1,5,12
251,1,3,2,2,15,1,2015,2019,0,5.01,,1,16200,1,5,12
252,1,3,2,2,16,1,2020,2024,0,4.65,,1,15750,1,5,12
253,1,3,2,2,17,1,2025,2029,0,4.31,,1,15750,1,5,12
254,1,3,2,2,18,1,2030,2034,0,4.00,,1,15750,1,5,12
255,1,3,2,2,19,1,2035,2039,0,3.71,,1,15750,1,5,12
256,1,3,2,2,20,1,2040,2044,0,3.44,,1,15750,1,5,12
257,1,3,2,2,21,1,2045,,0,3.19,,1,15750,1,5,12
260,1,3,2,2,14,1,2009,2014,0,5.46,,1,16500,1,5,12
261,1,3,2,8,7,1,1995,2009,0,6.29,,1,22000,1,5,12
265,1,3,1,2,14,1,2009,2014,0,4.91,,1,11000,1,5,12
266,1,3,1,2,15,1,2015,2019,0,4.51,,1,10800,1,5,12
267,1,3,1,2,16,1,2020,2024,0,4.19,,1,10500,1,5,12
268,1,3,1,2,17,1,2025,2029,0,3.88,,1,10500,1,5,12
269,1,3,1,2,18,1,2030,2034,0,3.60,,1,10500,1,5,12
270,1,3,2,2,3,1,1992,1995,0,5.83,,0,18000,1,5,12
271,1,3,1,2,19,1,2035,2039,0,3.34,,1,10500,1,5,12
272,1,3,1,2,20,1,2040,2044,0,3.09,,1,10500,1,5,12
273,1,3,1,2,21,1,2045,,0,2.87,,1,10500,1,5,12
275,1,3,1,12,6,1,2005,2008,0,11.79,,2,25000,1,5,12
276,1,3,1,12,14,1,2009,2014,0,11.10,,2,23000,1,5,12
277,1,3,1,13,13,1,2020,2029,0,26.08,,2,40000,1,5,12
278,1,3,1,13,13,1,2030,,0,20.25,,2,30000,1,5,12
280,1,3,2,2,4,1,1996,1999,0,5.87,,0,18000,1,5,12
290,1,3,2,2,5,1,2000,2004,0,6.20,,0,18000,1,5,12
291,1,3,2,8,8,1,2010,2024,0,5.02,,1,20000,1,5,12
292,1,3,2,8,9,1,2025,,0,3.73,,1,18000,1,5,12
295,1,3,1,2,5,1,2000,2004,0,5.58,,1,12000,1,5,12
300,1,3,2,2,6,1,2005,2008,0,5.79,,1,16950,1,5,12
302,1,3,2,1,6,1,2005,2008,1,5.36,,2,25000,1,5,12
305,1,3,1,2,6,1,2005,2008,0,5.21,,1,11300,1,5,12
310,1,3,3,2,1,1,1980,1991,0,7.11,,0,25000,1,5,12
320,1,3,2,1,14,1,2009,2014,1,5.06,,2,22000,1,5,12
321,1,3,2,1,15,1,2015,2019,1,4.64,,2,20000,1,5,12
322,1,3,2,1,16,1,2020,2024,1,4.31,,2,18000,1,5,12
323,1,3,2,1,17,1,2025,2029,1,4.00,,2,18000,1,5,12
324,1,3,2,1,18,1,2030,2034,1,3.70,,2,18000,1,5,12
325,1,3,2,1,19,1,2035,2039,1,3.43,,2,18000,1,5,12
326,1,3,2,1,20,1,2040,2044,1,3.18,,2,18000,1,5,12
327,1,3,2,1,21,1,2045,,1,2.95,,2,18000,1,5,12
330,1,3,3,2,3,1,1992,1995,0,7.41,,0,25000,1,5,12
340,1,3,3,2,4,1,1996,1999,0,7.33,,0,25000,1,5,12
350,1,3,3,2,5,1,2000,2004,0,7.97,,0,25000,1,5,12
351,1,3,3,8,7,1,1995,2009,0,9.26,,1,32000,1,5,12
360,1,3,3,2,6,1,2005,2008,0,7.44,,1,24860,1,5,12
361,1,3,3,8,8,1,2010,2024,0,7.47,,1,28000,1,5,12
362,1,3,3,1,6,1,2005,2008,1,6.61,,2,35000,1,5,12
363,1,3,3,2,14,1,2009,2014,0,7.01,,1,24200,1,5,12
364,1,3,1,12,15,1,2015,2019,0,10.14,,2,20000,1,5,12
365,1,3,3,13,13,1,2015,2029,0,43.47,,2,44000,1,5,12
366,1,3,3,2,15,1,2015,2019,0,6.44,,1,23760,1,5,12
367,1,3,3,2,16,1,2020,2024,0,5.98,,1,23100,1,5,12
368,1,3,3,2,17,1,2025,2029,0,5.54,,1,23100,1,5,12
369,1,3,3,2,18,1,2030,2034,0,5.14,,1,23100,1,5,12
370,1,3,3,2,19,1,2035,2039,0,4.76,,1,23100,1,5,12
371,1,3,3,2,20,1,2040,2044,0,4.42,,1,23100,1,5,12
372,1,3,3,2,21,1,2045,,0,4.10,,1,23100,1,5,12
373,1,3,3,8,9,1,2025,,0,5.54,,1,26000,1,5,12
375,1,3,1,12,16,1,2020,2024,0,9.40,,2,16000,1,5,12
376,1,3,3,13,13,1,2030,,0,29.73,,2,33000,1,5,12
377,1,3,1,12,17,1,2025,2029,0,8.72,,2,14000,1,5,12
378,1,3,2,13,13,1,2030,,0,33.75,,2,40000,1,5,12
380,1,3,1,12,18,1,2030,2034,0,8.08,,2,12000,1,5,12
381,1,3,1,12,19,1,2035,2039,0,7.49,,2,12000,1,5,12
385,1,3,3,7,6,1,2005,2008,0,14.52,,1,26000,1,5,12
386,1,3,3,7,14,1,2009,2014,0,14.63,,1,26000,1,5,12
387,1,3,3,7,15,1,2015,2019,0,12.44,,1,25000,1,5,12
388,1,3,3,7,16,1,2020,2024,0,11.54,,1,25000,1,5,12
389,1,3,3,7,17,1,2025,2029,0,10.70,,1,25000,1,5,12
390,1,3,3,7,18,1,2030,2034,0,9.92,,1,25000,1,5,12
391,1,3,3,7,19,1,2035,2039,0,9.20,,1,25000,1,5,12
392,1,3,3,7,20,1,2040,2044,0,8.53,,1,25000,1,5,12
393,1,3,3,7,21,1,2045,,0,7.91,,1,25000,1,5,12
400,1,3,3,1,14,1,2009,2014,1,6.24,,2,32500,1,5,12
401,1,3,3,1,15,1,2015,2019,1,5.73,,2,30000,1,5,12
402,1,3,3,1,16,1,2020,2024,1,5.32,,2,27500,1,5,12
403,1,3,3,1,17,1,2025,2029,1,4.93,,2,25000,1,5,12
404,1,3,3,1,18,1,2030,2034,1,4.57,,2,24000,1,5,12
405,1,3,3,1,19,1,2035,2039,1,4.24,,2,24000,1,5,12
406,1,3,3,1,20,1,2040,2044,1,3.93,,2,24000,1,5,12
407,1,3,3,1,21,1,2045,,1,3.64,,2,24000,1,5,12
410,1,3,2,7,6,1,2005,2008,0,12.59,,1,19000,1,5,12
411,1,3,2,7,14,1,2009,2014,0,11.86,,1,19000,1,5,12
412,1,3,2,7,15,1,2015,2019,0,10.08,,1,19000,1,5,12
413,1,3,2,7,16,1,2020,2024,0,9.35,,1,19000,1,5,12
414,1,3,2,7,17,1,2025,2029,0,8.67,,1,19000,1,5,12
415,1,3,2,7,18,1,2030,2034,0,8.04,,1,19000,1,5,12
416,1,3,2,7,19,1,2035,2039,0,7.45,,1,19000,1,5,12
417,1,3,2,7,20,1,2040,2044,0,6.91,,1,19000,1,5,12
418,1,3,2,7,21,1,2045,,0,6.41,,1,19000,1,5,12
420,1,3,3,14,14,1,2009,2014,0,42.49,,1,60000,1,5,12
421,1,3,3,14,15,1,2015,2019,0,38.81,,1,60000,1,5,12
422,1,3,3,14,16,1,2020,2024,0,35.98,,1,50000,1,5,12
423,1,3,3,14,17,1,2025,2029,0,33.36,,1,40000,1,5,12
424,1,3,3,14,18,1,2030,2039,0,30.93,,1,40000,1,5,12
425,1,3,3,14,20,1,2040,,0,26.59,,1,40000,1,5,12
430,1,3,2,5,4,1,1995,1999,0,10.57,,2,22000,1,5,12
431,1,3,2,5,5,1,2000,2004,0,10.74,,2,20000,1,5,12
432,1,3,2,5,6,1,2005,2008,0,9.37,,2,19000,1,5,12
433,1,3,2,5,14,1,2009,2014,0,8.79,,2,19000,1,5,12
434,1,3,2,5,15,1,2015,2019,0,8.03,,2,19000,1,5,12
435,1,3,2,5,16,1,2020,2024,0,7.45,,2,19000,1,5,12
436,1,3,2,5,17,1,2025,2029,0,6.90,,2,19000,1,5,12
437,1,3,2,5,18,1,2030,2034,0,6.40,,2,19000,1,5,12
438,1,3,2,5,19,1,2035,2039,0,5.94,,2,19000,1,5,12
439,1,3,2,5,20,1,2040,2044,0,5.50,,2,19000,1,5,12
440,1,3,2,5,21,1,2045,,0,5.10,,2,19000,1,5,12
441,1,3,3,5,4,1,1995,1999,0,11.03,,2,26000,1,5,12
442,1,3,3,5,5,1,2000,2004,0,11.73,,2,26000,1,5,12
443,1,3,3,5,6,1,2005,2008,0,10.23,,2,26000,1,5,12
444,1,3,3,5,14,1,2009,2014,0,9.61,,2,26000,1,5,12
445,1,3,3,5,15,1,2015,2019,0,8.77,,2,26000,1,5,12
446,1,3,3,5,16,1,2020,2024,0,8.13,,2,26000,1,5,12
447,1,3,3,5,17,1,2025,2029,0,7.54,,2,26000,1,5,12
448,1,3,3,5,18,1,2030,2034,0,6.99,,2,26000,1,5,12
449,1,3,3,5,19,1,2035,2039,0,6.48,,2,26000,1,5,12
450,1,3,3,5,20,1,2040,2044,0,6.01,,2,26000,1,5,12
451,1,3,3,5,21,1,2045,,0,5.58,,2,26000,1,5,12
460,1,3,2,2,6,1,2005,2008,1,3.50,,2,28250,1,5,12
461,1,3,2,2,14,1,2009,2014,1,3.31,,2,24200,1,5,12
462,1,3,2,2,15,1,2015,2019,1,3.04,,2,21600,1,5,12
463,1,3,2,2,16,1,2020,2024,1,2.82,,2,21000,1,5,12
464,1,3,2,2,17,1,2025,2029,1,2.61,,2,21000,1,5,12
465,1,3,2,2,18,1,2030,2034,1,2.42,,2,21000,1,5,12
466,1,3,2,2,19,1,2035,2039,1,2.25,,2,21000,1,5,12
467,1,3,2,2,20,1,2040,2044,1,2.08,,2,21000,1,5,12
468,1,3,2,2,21,1,2045,,1,1.93,,2,21000,1,5,12
470,1,3,3,2,6,1,2005,2008,1,4.50,,2,39550,1,5,12
471,1,3,3,2,14,1,2009,2014,1,4.25,,2,35750,1,5,12
472,1,3,3,2,15,1,2015,2019,1,3.90,,2,32400,1,5,12
473,1,3,3,2,16,1,2020,2024,1,3.62,,2,30000,1,5,12
474,1,3,3,2,17,1,2025,2029,1,3.36,,2,30000,1,5,12
475,1,3,3,2,18,1,2030,2034,1,3.11,,2,30000,1,5,12
476,1,3,3,2,19,1,2035,2039,1,2.89,,2,30000,1,5,12
477,1,3,3,2,20,1,2040,2044,1,2.68,,2,30000,1,5,12
478,1,3,3,2,21,1,2045,,1,2.48,,2,30000,1,5,12
480,1,3,2,12,5,1,2000,2004,0,23.81,,2,40000,1,5,12
510,1,3,2,12,6,1,2005,2008,0,23.83,,2,35000,1,5,12
515,1,3,2,12,14,1,2009,2014,0,22.43,,2,30000,1,5,12
520,1,3,1,10,6,1,2005,2008,0,29.04,,1,15000,1,5,12
521,1,3,1,10,14,1,2009,2014,0,27.26,,1,14000,1,5,12
522,1,3,1,10,15,1,2015,2019,0,24.90,,1,13500,1,5,12
523,1,3,1,10,16,1,2020,2024,0,23.08,,1,13000,1,5,12
524,1,3,1,10,17,1,2025,2029,0,21.40,,1,13000,1,5,12
525,1,3,1,10,18,1,2030,2034,0,19.85,,1,13000,1,5,12
526,1,3,1,10,19,1,2035,2039,0,18.40,,1,13000,1,5,12
527,1,3,1,10,20,1,2040,2044,0,17.06,,1,13000,1,5,12
528,1,3,1,10,21,1,2045,,0,15.82,,1,13000,1,5,12
530,1,3,2,10,6,1,2005,2008,0,33.18,,1,24000,1,5,12
531,1,3,2,10,14,1,2009,2014,0,31.15,,1,22000,1,5,12
532,1,3,2,10,15,1,2015,2019,0,28.45,,1,20000,1,5,12
533,1,3,2,10,16,1,2020,2024,0,26.38,,1,20000,1,5,12
534,1,3,2,10,17,1,2025,2029,0,24.46,,1,20000,1,5,12
535,1,3,2,10,18,1,2030,2034,0,22.68,,1,20000,1,5,12
536,1,3,2,10,19,1,2035,2039,0,21.03,,1,20000,1,5,12
537,1,3,2,10,20,1,2040,2044,0,19.50,,1,20000,1,5,12
538,1,3,2,10,21,1,2045,,0,18.08,,1,20000,1,5,12
540,1,3,3,10,6,1,2005,2008,0,40.95,,1,32000,1,5,12
541,1,3,3,10,14,1,2009,2014,0,38.44,,1,30000,1,5,12
542,1,3,3,10,15,1,2015,2019,0,35.11,,1,28000,1,5,12
543,1,3,3,10,16,1,2020,2024,0,32.55,,1,27000,1,5,12
544,1,3,3,10,17,1,2025,2029,0,30.18,,1,27000,1,5,12
545,1,3,3,10,18,1,2030,2034,0,27.99,,1,27000,1,5,12
546,1,3,3,10,19,1,2035,2039,0,25.95,,1,27000,1,5,12
547,1,3,3,10,20,1,2040,2044,0,24.06,,1,27000,1,5,12
548,1,3,3,10,21,1,2045,,0,22.31,,1,27000,1,5,12
550,1,3,1,5,6,1,2005,2008,0,9.55,,1,13000,1,5,12
551,1,3,1,5,14,1,2009,2014,0,8.96,,1,13000,1,5,12
552,1,3,1,5,15,1,2015,2019,0,8.19,,1,12500,1,5,12
553,1,3,1,5,16,1,2020,2024,0,7.59,,1,12500,1,5,12
554,1,3,1,5,17,1,2025,2029,0,7.04,,1,12500,1,5,12
555,1,3,1,5,18,1,2030,2034,0,6.53,,1,12500,1,5,12
556,1,3,1,5,19,1,2035,2039,0,6.05,,1,12500,1,5,12
557,1,3,1,5,20,1,2040,2044,0,5.61,,1,12500,1,5,12
558,1,3,1,5,21,1,2045,,0,5.20,,1,12500,1,5,12
580,1,3,1,12,20,1,2040,2044,0,6.95,,2,12000,1,5,12
590,1,3,1,12,3,1,1992,1995,0,12.68,,2,35000,1,5,12
600,1,3,1,12,4,1,1996,1999,0,12.69,,2,30000,1,5,12
610,1,3,1,12,5,1,2000,2004,0,12.71,,2,27500,1,5,12
611,1,3,2,2,14,1,2009,2014,2,3.46,22.43,1,27500,1,5,12
612,1,3,2,2,15,1,2015,2019,2,3.23,20.49,1,24300,1,5,12
613,1,3,2,2,16,1,2020,2024,2,3.00,19.00,1,21000,1,5,12
614,1,3,2,2,17,1,2025,2029,2,2.78,17.62,1,18900,1,5,12
615,1,3,2,2,18,1,2030,2034,2,2.58,16.33,1,18900,1,5,12
616,1,3,2,2,19,1,2035,2039,2,2.39,15.14,1,18900,1,5,12
617,1,3,2,2,20,1,2040,2044,2,2.22,14.04,1,18900,1,5,12
618,1,3,2,2,21,1,2045,,2,2.08,13.02,1,18900,1,5,12
620,1,3,1,1,14,1,2009,2014,1,4.34,,1,16500,1,5,12
621,1,3,1,1,15,1,2015,2019,1,3.99,,1,13500,1,5,12
622,1,3,1,1,16,1,2020,2024,1,3.70,,1,12000,1,5,12
623,1,3,1,1,17,1,2025,2029,1,3.43,,1,12000,1,5,12
624,1,3,1,1,18,1,2030,2034,1,3.18,,1,12000,1,5,12
625,1,3,1,1,19,1,2035,2039,1,2.95,,1,12000,1,5,12
626,1,3,1,1,20,1,2040,2044,1,2.73,,1,12000,1,5,12
627,1,3,1,1,21,1,2045,,1,2.54,,1,12000,1,5,12
630,1,4,11,2,1,1,1980,1993,0,34.62,,0,62752,1,10,15
631,1,3,3,2,14,1,2009,2014,2,3.46,26.92,1,35750,1,5,12
632,1,3,3,2,15,1,2015,2019,2,3.23,24.59,1,32400,1,5,12
633,1,3,3,2,16,1,2020,2024,2,3.00,22.80,1,28875,1,5,12
634,1,3,3,2,17,1,2025,2029,2,2.78,21.14,1,26250,1,5,12
635,1,3,3,2,18,1,2030,2034,2,2.58,19.60,1,25200,1,5,12
636,1,3,3,2,19,1,2035,2039,2,2.39,18.17,1,25200,1,5,12
637,1,3,3,2,20,1,2040,2044,2,2.22,16.85,1,25200,1,5,12
638,1,3,3,2,21,1,2045,,2,2.08,15.62,1,25200,1,5,12
640,1,4,11,1,7,1,1990,2005,0,10.57,,0,62752,1,10,15
641,1,3,3,12,14,1,2009,2014,0,25.78,,2,45000,1,5,12
642,1,3,3,12,15,1,2015,2019,0,23.07,,2,37500,1,5,12
643,1,3,3,12,16,1,2020,2024,0,21.71,,2,28000,1,5,12
644,1,3,3,12,17,1,2025,2029,0,20.35,,2,25000,1,5,12
645,1,3,3,12,18,1,2030,2034,0,18.32,,2,22000,1,5,12
646,1,3,3,12,19,1,2035,2039,0,16.96,,2,22000,1,5,12
647,1,3,3,12,20,1,2040,2044,0,16.28,,2,22000,1,5,12
648,1,3,3,12,21,1,2045,,0,14.93,,2,22000,1,5,12
650,1,4,11,10,6,1,2005,2009,0,147.40,,1,19800,1,10,15
651,1,4,11,10,14,1,2009,2015,0,145.11,,1,18975,1,10,15
652,1,4,11,10,15,1,2015,2020,0,140.92,,1,18150,1,10,15
653,1,4,11,10,16,1,2020,2025,0,137.44,,1,17985,1,10,15
654,1,4,11,10,17,1,2025,2030,0,134.03,,1,17820,1,10,15
655,1,4,11,10,18,1,2030,2035,0,130.72,,1,17655,1,10,15
656,1,4,11,10,19,1,2035,2040,0,127.48,,1,17490,1,10,15
657,1,4,11,10,20,1,2040,2045,0,124.33,,1,17325,1,10,15
658,1,4,11,10,21,1,2045,,0,121.25,,1,17325,1,10,15
660,1,4,11,5,6,1,2005,2009,0,54.64,,1,72164.79688,1,10,15
661,1,4,11,5,14,1,2009,2015,0,47.70,,1,69027.20313,1,10,15
662,1,4,11,5,15,1,2015,2020,0,46.33,,1,68399.67969,1,10,15
663,1,4,11,5,16,1,2020,2025,0,45.18,,1,67772.15625,1,10,15
664,1,4,11,5,17,1,2025,2030,0,44.06,,1,67144.64063,1,10,15
665,1,4,11,5,18,1,2030,2035,0,42.97,,1,66517.11719,1,10,15
666,1,4,11,5,19,1,2035,2040,0,41.91,,1,65889.60156,1,10,15
667,1,4,11,5,20,1,2040,2045,0,40.87,,1,65889.60156,1,10,15
668,1,4,11,5,21,1,2045,,0,39.86,,1,65889.60156,1,10,15
670,1,4,11,1,8,1,2005,2020,0,8.44,,1,62752,1,10,15
675,1,4,11,1,9,1,2020,,0,17.14,,1,62752,1,10,15
680,1,4,12,12,6,1,2005,2009,0,102.97,,2,225000,1,39,15
690,1,4,11,2,14,1,2009,2015,0,29.22,,1,62752,1,10,15
691,1,4,11,8,7,1,1990,2005,0,40.62,,0,65890,1,10,15
695,1,4,11,2,15,1,2015,2020,0,28.45,,1,62752,1,10,15
696,1,4,11,2,16,1,2020,2025,0,27.76,,1,62752,1,10,15
697,1,4,11,2,17,1,2025,2030,0,27.07,,1,62752,1,10,15
698,1,4,11,2,18,1,2030,2035,0,26.40,,1,62752,1,10,15
699,1,4,11,2,19,1,2035,2040,0,25.75,,1,62752,1,10,15
700,1,4,11,2,3,1,1992,1996,0,34.51,,0,62752,1,10,15
701,1,4,11,2,20,1,2040,2045,0,25.11,,1,62752,1,10,15
702,1,4,11,2,21,1,2045,,0,24.49,,1,62752,1,10,15
720,1,4,11,2,4,1,1996,2000,0,34.57,,0,62752,1,10,15
730,1,4,12,12,14,1,2009,2015,0,98.91,,2,199190.875,1,39,15
731,1,4,12,12,15,1,2015,2020,0,93.13,,2,176451.7188,1,39,15
750,1,4,11,12,7,1,2015,2025,0,53.79,,2,85000,1,10,15
780,1,4,11,12,8,1,2025,2035,0,48.64,,2,69451.1875,1,10,15
781,1,4,11,12,9,1,2035,,0,43.99,,2,62810.41016,1,10,15
810,1,4,11,2,5,1,2000,2005,0,31.30,,1,62752,1,10,15
811,1,4,11,8,8,1,2005,2015,0,37.76,,1,65890,1,10,15
812,1,4,11,8,9,1,2015,,0,36.04,,1,65890,1,10,15
850,1,4,11,2,6,1,2005,2009,0,29.79,,1,62752,1,10,15
852,1,4,11,2,6,1,2005,2009,1,18.04,,1,75300,1,10,15
853,1,4,11,7,6,1,2005,2009,0,26.28,,1,67998,1,10,15
854,1,4,11,13,13,1,2010,,0,180.74,,0,93750,1,10,15
855,1,3,1,12,21,1,2045,,0,6.44,,2,12000,1,5,12
856,1,3,2,13,13,1,2020,2029,0,43.47,,2,50000,1,5,12
857,1,4,11,7,14,1,2009,2015,0,25.65,,1,67998,1,10,15
858,1,4,11,7,15,1,2015,2020,0,25.11,,1,67321,1,10,15
859,1,4,11,7,16,1,2020,2025,0,24.49,,1,66650,1,10,15
860,1,4,11,7,17,1,2025,2030,0,23.89,,1,65986,1,10,15
861,1,4,11,7,18,1,2030,2035,0,23.30,,1,65329,1,10,15
862,1,4,11,7,19,1,2035,2040,0,22.72,,1,64678,1,10,15
863,1,4,11,7,20,1,2040,2045,0,22.16,,1,64034,1,10,15
864,1,4,11,7,21,1,2045,,0,21.61,,1,63396,1,10,15
865,1,4,11,2,14,1,2009,2015,1,17.70,,1,70000,1,10,15
866,1,4,11,2,15,1,2015,2020,1,17.23,,1,68000,1,10,15
867,1,4,11,2,16,1,2020,2025,1,16.81,,1,65890,1,10,15
868,1,4,11,2,17,1,2025,2030,1,16.39,,1,65890,1,10,15
869,1,4,11,2,18,1,2030,2035,1,15.99,,1,65890,1,10,15
870,1,4,12,2,1,1,1980,1992,0,52.99,,0,125504,1,39,15
871,1,4,11,2,19,1,2035,2040,1,15.59,,1,65890,1,10,15
872,1,4,11,2,20,1,2040,2045,1,15.20,,1,65890,1,10,15
873,1,4,11,2,21,1,2045,,1,14.83,,1,65890,1,10,15
890,1,4,12,2,14,1,2009,2015,0,39.35,,0,125504,1,39,15
940,1,4,12,12,16,1,2020,2025,0,88.56,,2,159498.3906,1,39,15
941,1,4,12,12,17,1,2025,2030,0,84.22,,2,147889.5313,1,39,15
950,1,4,12,7,8,1,2020,2030,0,107.19,,1,138054,1,39,15
970,1,4,12,2,3,1,1992,1996,0,52.51,,0,125504,1,39,15
980,1,4,12,2,4,1,1996,2000,0,42.09,,0,125504,1,39,15
981,1,4,12,2,14,1,2009,2015,2,23.96,98.91,0,150605,1,39,15
982,1,4,12,2,15,1,2015,2020,2,23.33,93.13,0,145000,1,39,15
983,1,4,12,2,16,1,2020,2025,2,22.76,88.56,0,145000,1,39,15
984,1,4,12,2,17,1,2025,2030,2,22.20,84.22,0,145000,1,39,15
985,1,4,12,2,18,1,2030,2035,2,21.65,80.09,0,145000,1,39,15
986,1,4,12,2,19,1,2035,2040,2,21.11,76.17,0,145000,1,39,15
987,1,4,12,2,20,1,2040,2045,2,20.59,72.43,0,145000,1,39,15
